label, text
"2","Met friends from out of state that we wanted to please. Had eaten here before and were delighted. Can not say the same about tonight. Met at the bar brought to our table, forgot to give menus which was not so terrible. Took another 30 minutes if not more before a waiter decided to come over. My glass of water was not replenished once throughout the meal. The waiter put on his best de Niro game face and tried to make light of the situation. But when diners are spending the kind of money we spent or would have spent more the service should have been top notch instead we were treated like this was steak and ale. Will not be back."
"3","Jay, gave me the worst service, ever! He reached across a couple of our guests to serve drinks and when he finally got around to taking our dinner order, at his leisure. All of our drinks were empty, and that didn't seem to bother him either. And amidst him taking the time out of his busy schedule to take our order( with 3 other tables in the place), he proceeds to tap his hand on his crossed arms. One of our group mentioned that we must have pissed off the waiter.  Steaks, tough! Feel free to check out my other reviews. I am never negative about restaurants, but this one took the cake. The only reason it was given 3 stars was because of the atmosphere. So if tou dont care about the food being good, or the service being worth a darn, well this is your kind of place!!"
"1","Don't know how this chain stays in business. The food they put out is under par and when you bring it to their attention its hilarious to see the look on their face. It just comes from poor or no management.  2 people here and half the table are dirty."
"4","The omelets are HUGE!! If I'd known this I probably would have gotten the \""baby\"" size which I'm sure is still gigantic.\nI had the popeye omelette which has spinach, mushrooms, jack cheese, and I added bacon. Then they give you the option of pumpkin bread or toast. I had the pumpkin bread which came out first, steaming hot with a side of butter. very good! Overall, this place is a fun breakfast spot to check out. Kinda hole-in-the-wall, country diner feel, but tasty! The only disappointment was weak coffee, and we'd been up since 6:30, so I needed it.\nI went with my boyfriend and his two little ones (2 and 4) and the service staff was very friendly to the kids and accommodating to their needs."
"1","After all the great reviews my husband and I decided to give it a go.... wah wah wah. Hubby ordered chicken fried steak and banana bread. He said the bread was awesome, and that the chicken fried steak was o.k and that Big Dogs is better. I ordered the American Cheeseburger ( i know i ordered a cheeseburger in a breakfast joint ) but I was still thinking its a family owned diner it should be good. BIG Mistake..it was hands down the worst cheeseburger I have had in my life! The meat tasted like it was old and from one of those tubes that you buy for 2 bucks at the store. It was burned on the outside and pink in the middle, over worked dry and tough, the bun was wet from the wilted veggies. It actually made me sick ( i only are 2 bites )The atmosphere is unclean and it smells like dirty grandmas. I dont know how it got so many rave reviews... I guess people have no taste buds! And to top it off it was 35 dollars ( with my daughters 1 pancake included ). Stay away unless you like being sick and paying for it."
"3","We went there for breakfast a Monday morning.  It was near noon, but they serve breakfast all day.  The place was pretty crowded and seems to be popular with older folks. It's very kitschy, but it has that old mom-and-pop diner atmosphere, and that type of menu as well.  We tried their stuffed French toast and their pancakes combos. The food was good, tasty enough, but not particularly outstanding or inspired.  Basically, this is your typical all-American breakfast joint.\n\nFull review at http://www.marga.org/foodblog/2011/08/omelet-house-las-vegas-review/"
"1","I have been to a lot of restaraunts and worked in the hospitality industry for over 18 years and I can clearly state \""THIS IS THE NASTIEST PLACE I HAVE EVER BEEN TO.\""  Right from the get go, the smell here is horrific.  Why did I not turn around right then you ask???? Great question,,, I am going to say that the stench is so overwhelming it puts you into a mild coma and you are not able to clearly function or think straight.  That caused me to to stay.  I was also having not such a good morning so I just gave in and figured something to eat would help.  I ordered a polish sausuage sandwich on sourdough.  Let's just say that the cup of mustard that was on this aboration was too much to handle.  I brought it up to the server who could care less excetp to say \""Yeah, that's a lot of mustard\"".  That was his solution.  \n\nSo in a nutshell:\n1) The restaraunt smells like a combination of a dirty fish market and a sewer.\n2) The food cannot really be called that.  The slop they serve is litterally unedible.  \n3) The service staff has ZERO clue what service is and how to take care of anyone.  \n\nThis place should honestly be blown up.  What a pit of despair."
"4","This is a great spot for breakfast off the strip.  It doesn't have much appeal, but it makes up for it with the food.  The Omelet House has the best banana nut bread hands down.  The omlets and other breakfast items are good, but you definitely need to eat here for the banana nut bread."
"1","The whole place smells like dirty grease."
"5","Big portions, tasty and some of the best service we have received! This will be my Vegas go-to breakfast place."
"2","Food OK service needs improvement my server took my order wrong and did not check until the end"
"3","The waitress was quite nice. The potato chips are awesome. The rest of our food was just ok, nothing spectacular. Place is very old school. It was an ok breakfast in general here ..."
"4","Amazing warm banana nut bread and delicious potatoes! The omelettes are huge...consider sharing. Coffee is not the best but everything else makes up for it. Friendly service and cozy place....the restaurant is inside a shopping center not to be confused by the sign."
"2","I did not have the same experience as many of these other reviewers which is surprising.  I met a colleague here for breakfast during the week and we were greeted promptly - service was fine.  I ordered the Petunia Pig omelet and my colleague ordered the Corn Beef Hash.  The food portions were big, but the taste was lacking.  My eggs were a bit overcooked and did not have enough cheese or meat in the omelet.  The \""homemade potato chips\"" which accompanied the dish were nothing special - would have preferred hash browns.  The toast was dry.  I just wasn't impressed.  I've had many other breakfasts here in Vegas including the other Omelet House in Henderson (which was great).  Not sure what went wrong today."
"5","Banana bread is the greatest on earth! It's worth driving here just for that alone. The breakfast is huge and the price is tiny! My new favorite place!"
"2","*** Kosher  Chabad of Southern Nevada ***\n\nI am in Las Vegas from time to time and I have been going to this restaurant for years spanning several owners.  My last trip, I stopped in expecting the usual avergae - good pizza \""joint\"" fare -didn't happen.  \n\nAlthough the proprietress was... homey and friendly, she was more interested in talking on the phone than waiting on me even though I said I was in a rush.  The place was empty and tables dirty and piled with dishes from lunch rush I guess.  The Air conditioning was NOT ON (Vegas can be quite hot) and in general the place was not impressive.  I asked for slices (in a hurry) no slices, I asked what was fast \""everything takes the same time\"" so I ordered a fallafel figuring how long could that take...  I watched as the guy in the kitchen made the Israeli salad veg by veg thinking that couldn't possibly be for me... after all I was in a hurry -yeah right.  I had to eat quick (and in the car) on my way to my next customer so I asked for no techina sauce -again, yeah right.  So hurrying to my customer eating at red lights the thing became a soggy mess.\n\nIt was WAY overpriced (IMHO) and the place is NOT suitable for a business lunch.\n\nAlso, the coup de grace, was ill the rest of the day -yes from the food but decorum prohibits me from relating the details here...\n\nI will not be going back...."
"1","This place don't need a makeover, it needs a bulldozer.\nIt puts the whole community to shame."
"1","Just called to see if I could get someone to take a look at our gate. The young girl answering the phone, without even asking my name or what was wrong with the gate told it me would cost $225... Asked her if maybe they might want to take look at the gate first, see how big it was etc. maybe let me get out two words explaining the issue but she said that's just what it costs for a repair period and was done with the very rushed curt conversation. Might want to work on that customer service Artistic."
"4","Items selected:  Bavarian, Blueberry Cake, Blueberry Fritter, Sourcream, Buttermilk Bar, Raised Glazed, Reverse Cinnamon Roll, Chocolate Cake, Crumb Cake, Apple Fritter\n\nHaving arranged various \""foodcrawls\"" in the past it was with admitted enthusiasm that I entered Real Donuts to gather provisions for Las Vegas' first (known) donut crawl and with several glistening varieties fresh from the fryer only two challenges arose, the first limiting my order to a dozen and the second delivering the fried dough to the party without sneaking a bite.  A small, clean shop with excellent service and a dozen donuts only $10 after tax and a tip it was up against three other doughnutteries that Real would find itself matched and although the occasional contender from Sunrise Too, Master Donuts, or Donut Hut shined it was Real Donuts that proved most consistent across the board.  Featuring crispy fritters rife with fruit and low in oil, a textbook old-fashioned sourcream that literally melts on the tongue, and both yeasted and cake options on par with the city's best it would truly be hard to name a bad one in the bunch - a task I'll simply discard and suggest futile as I think back on the Blueberry Fritter, a 95 cent daily special I'd suggest worthy of 'destination' status."
"3","My first time there and the young I would say pacific island young lady was  semi friendly it was early right at opening I got there. However She began to warm up as we were choosing the doughnuts we wanted. 2nd time I went was last week , week and few days, and a lady I would say in her mid 30 to early 40 maybe assisted me. I walked in yet again right close to opening, as I walked in I noticed PRE-PAK BOX of doughnuts to my curiosity I asked, oh what are those , I will take one of those since they are ready to go. she then said OH those are on reserve , I said oh, well why don't you have a sign on them, she said they are DAY OLD they sell from the previous night for 5.00 a box of 21 doughnuts and ALL boxes are Reserved. Well here I am at 415-425 am first customer probably in the door, and here comes another customer, a Male who grabs a box of those SAME doughnuts and proceeds to the counter to PAY. As I am finishing my selection of buying my 9.00 dozen, it ERKED me to know she has not said a word to him about these RESERVED Doughnuts. So I did \n\nThen she went in hyper voice aka Busted voice, and told him They are on reserve , and I told HER, Then you shouldn't have out for ,customer perception of thinking they can grab and go, or you need to label them as reserved or you need to keep them in the back as reserved items Should be located . Needless to say she Heard NONE of my suggestions just kept RUNNING her MOUTH of Guiltless that Customer Was like Oh these are the day old Doughnuts for $5 a box, I said Oh I know I just learned that just NOW. However she told me they are on RESERVE, she then turned to him and said Yes they are, That customer, got angry and walked out without further word \n\nI paid my $9.00 only because they were already selected and in a box, but I surely FELT very cheated and very robed. As it should NOT be a RESERVED STATUS ON DAY OLD DOUGHNUTS. But rather a First Come First Serve Basis Period. \n\nNeedless to say. 2nd time was not an invite to Return BACK . \n\nDoughnuts were a bit sweet, however the cake one with cream in the middle was beginning to be one of my likes, as it was one that was in the middle of the road."
"4","Doughnuts. Donuts. Dog Nuts...whatever you call them for the most part, they're all tasty. Well maybe not dog nuts. \n\nLets get real, this place is like a fried dough time machine and I love it. Real Donuts definitely keeps it real; from the wood paneling on the walls to the $1 doughnut, it's like walking into the \""Wonder Years\"" TV show. \n\nI originally came here for the inverted cinnamon rolls, but found myself buying up pretty much everything in the display case. The maple & peanut covered cinnamon rolls, cherry frosted french crullers, bear claws, the classic Simpsons doughnut (pink frosting & sprinkles), maple bars, and nearly everything in-between. \n\nNot to forgot my savory side, I also bought a jalape\u00f1o croissant stuffed with turkey, swiss cheese, and chunks of my favorite spicy pepper. This was delicious; the bread was super soft and I was told it was made fresh that morning. Sure tasted like it! This treat is a must if your taste buds like to live on the spicy side. \n\nBefore I left I asked about the two giant doughnuts that looked like they were drawn on a board behind the cash register. One is called \""The Texas\"" which is a giant glazed doughnut, about 8 inches in diameter?. The other doughnut is called \""The Alaskan\"", this is what looks like a 16 inch fried piece of heaven?. I'm not sure, but sadly it didn't matter, \""The Texas\"" was sold out and \""the Alaskan\"" is made-to-order. Next time, my doughnut loving friends!"
"5","If your looking for a good buzz and a nice shave this is the place to hit up!\nGerardo's is one place i would return to every two days just cuz im pretty hairy. lol On a Fa real tip though im from Cali and when i stepped into this place I thought I was in cuba, It has a very nice ambiance and the staff makes you feel very welcome. This is one of the first barber shops I have ever been to and I have to tell you it is exactly what i expected. Nothing short of fanaminal. On another note I was refered to this place from another barber shop called FINO, a \""Gentlemens Barbershop\"" . Im Glad i ended up going to Gerardo's. It is ThE' BEST place."
"1","By far the worst bank I've ever banked with. How the HELL do you charge your own clients money to withdraw from your own atm??? Um...... they do!!!! It's normal for another atm to charge you a fee...... Well so does this bank. You not only get charged with the other bank or atm fee, but 1NCU also charges you a $3 fee for using another bank or atm. Really???? I can't stand the service. There bank has 2 tellers only, and the line could be full as 15-20 people and there isn't any additional help provided. The list goes on and on. I'm exhausted just thinking about the problems............. oh yeah, they also charge you $19.50 a month just to have a checking account. HaHahaha. I love this free world............ Not!!!!!! One Nevada Credit Union is garbage!!!!!!!!!!!!!!! Bank of America or Wells Fargo here I come."
"2","Disclaimer: I absolutely love One Nevada. My review for this location is solely based on this location and not the services of One Nevada overall.\n\nThere just must be something about when you put a teller behind a bullet proof glass case but attitudes here are no where near as friendly or personable at other branches that I am accustomed to visiting.\n\nI wouldn't even visit this location if I didn't have to but since this is the only location with a transaction center, I am forced to. The tellers do their job but basically that is it. Do not expect a \""thank you\"" or \""you're welcome\"". Definitely do not expect a \""have a nice day\"" or \""thank you for business\"". \n\nI hope One Nevada catches on and does some employee intervention with this branch. Coming is here is extremely unpleasant and every time I leave this branch, I always think I need to change banks."
"1","In the LVRJ on Tuesday 15th of January , Mark Larkin from Larkin Plumbing was quoted saying a PVB replacement after freezing should cost between $200 & $400, and after my discount my estimate was $605. I had the repair carried out by licensed plumber for $220. \n Just saying....."
"1","Total scam artist!!  Don't ever trust them!!!  Told me I had roots taking over my pipes and would need to jackhammer and dig up under the house.  Several thousand $'s.  Had another company come for a second look.  ALL LIES!!!  F-ing thief SAM made it all up.  These people should be shut down!!!"
"1","I got a call from my girlfriend that her rental car had a flat so I told her to call Charlie Cheap Car & have them service it. Imagine my shock when they told her to put the spare on herself and call 2 days later because they were closed. When I finally got to Vegas a week later she still had the spare on & when we tried to return the car on a Monday, President's Day, they said no because again they were closed. What type of human tells a woman, much less a paying customer to do it herself? If you expect ANY level of customer service, go elsewhere. I cannot wait to get rid of this POS with 105,000 miles on it & tell them they suck tomorrow."
"2","I love Capriotti but I don't love this location..every time I go there they say the oven is broken. They recommended me to go to there other location near Hard Rock Casino. Which I couldn't do because I had to ride a bus 35 mins to get there.it took at least 25 mins by bus to get to this location"
"4","Typical Cap's right next to my place so it's convenient.  The staff are actually nice...shocking I know!"
"5","Best vegetarian \""meat\"" sandwiches I've had out. Got a veg cheesesteak (morning star chicken shreds) and a turkey and slaw (sliced smoked soy based turkey of some sort). Fan. Tas. Tic. Good bread, good portions, great veg meat, polite staff...I wish there was one of these near my home town. I would eat here every night. $13 for a 20\"" sub just can't be beat."
"5","I love this place! I get all of my uniforms for bartending here. They will give you a discount if you tell them you work in the casinos. \n\nThe only flaw is that they assume that every girl that comes in is a dancer. That is seriously annoying. Just because you THINK I am a dancer, doesnt give you the right to say it aloud. That is just RUDE."
"2","Read the reviews and was pretty pleased.....until I got to this Salvation Army. Major disappointment :/ \nThere is a mix of really old clothes & old shoes, really old worn out furniture, and dishes. I'm not expecting pristine items, but c'mon now these things should be given away to people in need, not charging them!  I was at least hoping to find  anything older vegas style, anything!!!! Found not a single item.....Oh well, on to the next shop.   \nPlenty of parking thou"
"3","Just a tip for everyone, this Macy's only sells home products, it does NOT sell any clothes whatsoever even though the yelp description says this location does - it does not. I drove to Macy's today to get a suit and this one was the closest to my house. I arrived and noticed that the sign is brown instead of the traditional red and it just looked different from the outside. I walked into the store and all around the store just to confirm that they do not sell any clothes. All they sell is furniture, towels, kitchen items, etc....\n\nIf you want clothes, don't go to this location."
"5","The best!!\n\nWe had a thee hour flight delay - no problem! They called from the baggage claim area within 5 minutes of us landing letting my group know there were there. We were greeted by a man in a tux who helped with our bags and walked us out to the air-conditioned limo. We lucked out and got an automatic upgrade since our flight time was messed up so we got the big mac daddy of limos! It was so fun and they had chilled champagne ready to go for us. \n\nOnce we left the airport we turned on the beats, the flashing lights and drove down the strip. Even thought the airport is close to the hotels it took about 30 mins to get there, which we were happy about. It gave us time to enjoy the ride. \n\nThis was honestly the best way to start out the trip and it was very affordable - especially if you split it between the group. They also have deals online that you should look out for and jump on. We took the limo roundtrip and both ways the drivers couldn't have been nicer. Thank you Christopher and David!! You made us feel like queens!"
"2","I found these guys on the web and thought that, for our guys week out in Vegas, I'd get a limo to pick us up and drop us off. I used one of their web specials, made the reservation for a 7:15 PM pickup, and thought I was good. \n\nTwo of us were coming from Chicago and our third was coming from Des Moines. Our flight landed at 6:15 PM and the third landed at 7:10. I decided to make the reservation for 7:15 PM for pickup, in time for our third to be there when the limo arrived. \n\nUpon landing I had a text from the company driver saying that he was there already at 6:15 PM! \n\nI explained to the driver that I had made a reservation for 7:15 and not 6:15. He told me that, despite the web form asking you for the pickup time, they instead go by the flight arrival time. This is mentioned absolutely nowhere on their site and and there is a field for pickup time so I'm thinking that there has to be some mistake. I get his boss' number and call her, a mean, rude woman named Monique, who explained to me what I just wrote above - they go by flight time and not the requested pickup time. Then she told me that I was responsible for the extra half-hour at $34. Not wanting to keep the driver in an odd position I dropped it and paid the extra money. Upon arriving at home I filed a credit card dispute for the amount and sent them the emailed proof with the pickup time highlighted. \n\nOur pickup from the hotel back to the airport with another driver was uneventful - she arrived on time and was very polite. \n\nI would steer clear of these guys and perhaps look at other Vegas limo companies. There are a bunch of other ones out there. I would definitely avoid Presidential Limo since they treat their customers like idiots when the company makes a mistake."
"2","I wish I could give a better review, but I wasn't completely satisfied. When I booked the limo, I specified that the sedan town car was what I wanted. The driver showed up in an SUV instead. I was never told there was a possibility I could get an entirely different vehicle. Also, there was no passenger seat  - I had mentioned that I wanted one. Finally, the person booking the reservation asked me if I would like the driver to hold up a sign with the last name of our party. SInce it was a wedding, I thought it would be perfect. I gave her all the information and she said it was all set. There was no sign or any mention of it when the limo pulled up. I asked the limo driver about it later and he said he had no idea about any sign. Why does Presidential offer it if they won't fulfill the request?"
"3","Presidential Limousines was good, but I had hoped for better. We had a pickup at McCarran Airport, and rented the limo for an hour assuming that would be enough time for the 20 minute drive. I was told on the phone that pickup time started when the plane landed. That should have been a warning! Our plane landed at 9:12 pm. The driver met us at baggage claim. I wanted to stop at a quick stop store (if we had time) she told me right then we didn't have time. I said okay, could we add an 1/2 hour to our rental, no because her next pickup was 10 minutes after ours ended. We got our bags and all rushed to the limo. She quickly poured the champagne and rushed us to the casino. Took our bags out, started cleaning out the glasses and  preparing the limo for the next ride while we were waiting. Handed us a rose and when we asked her to take one picture of us seemed irritated, but did take one pic and left. So Here are the TIPS!!! Don't have them pick you up at the Airport when your plane lands, add 1/2 hour if you are picking up baggage and have them meet you at that time. Even if you have to wait you will not be rushed around like an inconvenience. The second option is to rent it for 1 1/2  or 2 hours."
"2","This is a much delayed review. I got married in April 2014 and since it was just a simple ceremony with family members and a few closed friends, I didn't plan on getting a bouquet. My husband told me that I should get one so I have something in my hands. I went in to the shop around February, 2 months before to our big day, picked out a small calla lily bouquet and asked a specific ribbon color (tan in satin material) and was told it could be matched. The small bouquet which only has like a handful of flowers, cost $90. I thought, that's expensive but I didn't want to run around town for a bargain and sucked it up and paid for it based on the awards and reviews. I even sent email with photos of my wedding shoes so the arrangement person knows exactly what color I am talking about. \n\nThen, the day came, my husband picked up the bouquet while I got ready in the hotel room. He brought it back and boy was I upset. The ribbon was brown. Brown. Dark brown. Not tan. I would not have been upset if the ribbon was camel, tan, whatever. But it was brown. It was not anywhere close to the photos I had sent to the shop. \n\nIn hindsight, I wished I had gone and picked it up myself so I could have had it fixed and instead I had my husband to do it and he had no idea what the hell he was looking at. \n\nIf I ever get flowers again for whatever reason, I am definitely requesting a trial so I know what to expect."
"4","I go here to get my dog food and dog utilities. Staff is nice, if you run into them they will help. The store is always clean!"
"4","Very good food but not a place to go if you are in a hurry. Habib is a very gracious host and explains the entire menu to you if you are a first timer.  It is a very nice restaurant with classy decor. Definately a good place for a fancier dinner date or somewhere to go if you plan on having a conversation with your dinner companions. All of the reccomendations by Habib were wonderful dishes.  I had the lamb and it was so moist and tender and the rice was a fantastic combination of spices and herbs like I've never had before.  The hummus was ok and the pita bread warm and fresh. If I'm in Vegas again I would definately go back."
"5","Four of us had a wonderful evening at Habib's.  It was our first visit. The restaurant is lovely, and prices are reasonable for this quality of restaurant (table linens, a good wine  list, appropriate stemware for quality wines, etc). This is not a jeans and t-shirt place. Understand that this is ethnic dining at its best, and the proprietor will be personally involved in your experience. He will visit your table often. He explains menu items and preparations in detail, so don't be afraid to ask.\n\nOthers have complimented  the oven bread that comes out first with a little bowl of shirazi (marinated chopped cucumber,tomato and onion ), but the eggplant appetizer (borani) was truly outstanding. My husband who, is more familiar with Persian cuisine, selected  a well-known dish after his eggplant, the  chelo kabab koobideh (ground beef filet, char broiled tomato and rice) plate, and he was very pleased. Yogurt on the side  completed the flavors of the dish. We asked Mr. Habib to describe the special meals he offers in addition to the shish kabob plates. These Persian specialties are not pictured on the menu supplement, but be sure to ask about them if you are interested in a dining adventure.  The chicken with bayberry pilaf was especially good. I was happy with my chicken in pomegranate and walnut sauce, a dark savory stew which is served over pilaf.   One of our party was unhappy with her choice and Mr. Habib quickly and graciously replaced it. He wanted us to be satisfied. We truly felt like a guest in his home. We kept a little tummy space for dessert to end a perfect meal, sharing  an order of baklava and a flan which the waiter torched table-side to caramelize the sugar crust.\nWe will be back."
"5","Truly an Authentic Chinese experience. It' looks like a Panda Express from the outside. Inside is a whole new story. Bunch of Chinese waiters running around. There's the infamous cliche of a fishtank. When we got here we were seated next to the fishtank. And fish were looking at me.....So I ordered one. Fried. With a black bean and spicy garlic sauce. Teach that fish to look at me....Grrrrr\nBut in reality. You can order chinese food on the menu. I like things off the menu that only the cool asians know. So my advice - learn some chinese food that's not americanized with sugar and sweetness. And order off the \""cool secret menu\"".\n\nUpdate 6/2/08\nSEE I FUCKIN TOLD YOU - BEST CHINESE! EVER!"
"3","Tried this place for lunch a few weeks back based on the Yelp reviews, and SOLELY on Yelp reviews as based on principal alone I don't think I'd ever randomly walk into a place called \""Food Express\""   Just on a whim I could come up with at least 515,129 better names (list coming soon!), but I digress....\n\nNot sure how others use Yelp but I like to type my address and then find the Highest Rated and \""Best Matches\"" within driving distance.   This one kept coming up extremely high on the Best Match list.   Sold.\n\nI then like to find the dishes most people seem to agree on.   Salt and Pepper Pork Chops.   Check.    Called it in and picked it up 15 minutes later.   So far so good.  Upon trying the pork chops, I was slightly underwhelmed.   Perhaps I had too high of expectations?   They were definitely tasty, but I thought they did seem a little greasy/gristly as I was eating them, and they didn't scream \""freshly prepared\"" to me based on the lack of warmth.   Did I eat them all anyway?   Shut up.\n\nSo yeah, definitely tasty, not quite as impressive as I was hoping I'd find them, and I havent mentioned it yet but the price was a good value for the amount of food I got.\n\nWon't be in any rush to try it again but it also wouldn't take an act of God to make me try it again (hello Applebees)"
"1","I love El Pollo Loco but this location SUCKS!! The guy in front of me was ordering catering and the girl was rude and said for him to hold on. She went to the back and came back up front taking crap about the girl she just went to the back to talk to. When we got up to the counter a new girl was taking our order. Her name was Cecy. She had her phone on the counter and was checking her Facebook as we were giving her our order. I caught her eye and gave her a \""seriously?\"" look but that didn't stop her from cruising along her social media quest. She called our name for food and informed us that what I ordered they didn't have. She asked me what else I want. I ordered what I didn't want. We finally got our order. The food was terrible. The tortillas were really stale. Nasty! I will never go back to this location again."
"3","I went to this location yesterday and I was very disappointed. The lady at the drive thru was very rude."
"5","I love Kelly Chiropractic. Not only do you feel very comfortable as soon as you walk in the door, I have never been to a chiropractor who is more thorough then him. He is an amazing Dr. An I recommend him to everyone. He has helped me tremendously with so many issues. I will never trust anyone else to work on me but him. Dr. Kelly an his wife Jane are amazing people. I know I am in good hands. So if you want the best chiropractor I suggest you see him..."
"4","Well, on my recent trip to Vegas and San Francisco, I made the drastic mistake of leaving both the battery and charger for my D7000 at home...in Chicago. \n\nI ended up checking out various, sorry excuses for camera shops on the strip which were price gouging like CRAZY. Most places were asking for $100 for an EN-EL15 battery and $70 for off brand chargers. \n\nEnded up here in desperation the day before setting off for the Grand Canyon. Thank God. Not the greatest deals on the planet (everything was MSRP), but I felt relieved knowing that these guys were charging a FAIR price (albeit Nikon expensive) and that I wasn't supporting any sharks on the strip.\n\nI was in and out. The gentleman who helped me out was kind and courteous. I have no comment in regards to their knowledge of gear since I didn't really ask 'em anything."
"5","OMG... I found my favorite Korean/Hawaiian spot! \n\nService was awesome. Russell the owner was so friendly! He makes you feel like he appreciates your business.  \n\nBetween the Hubby and I, we tried the combo plate (kalbi, BBQ chicken, meat Jun), hamburger steak, macaroni salad, mandoo, kim chee, daikon and bean sprouts. They were all outstanding. And Hubby likey very much. Kim chee never tasted so fresh and I don't even like bean sprouts. \n\nI cannot tell you enough how friendly Russell is. And who gives you extra mac salad? He does! I made sure he knew how much I appreciated his warm \""hawaiian\"" hospitality by leaving him a nice tip. \n\nWe wont wait too long to return."
"5","I LOVE THIS PLACE. My second review, yes--but I wanted to see if I could add a sixth star. Came back here three more times, and every single time the owner has come out and talked to me. He's such a great guy and totally boosts this place. GO GO GO."
"5","If I could give this spot 100 stars, I would. I just moved to Vegas from Seattle and have been desperately seeking a new Hawaiian spot. This place is second to none. The flavors are amazing, the quality is superb, and the environment is SO warm and inviting. I'm a bit of a snob and was nervous looking from the outside in, but when I walked in I was pleasantly surprised to find a clean, nicely decorated restaurant. This place is AMAZING and if you try it you will be a happy as I am. The chicken katsu and kalbi beef short ribs are the best items on their menu."
"1","If I can give this place negative stars I would. Not so much for the food but the service. I used to go to this place with my Korean friends and family for naeng-myun and other Korean dishes. Today, there was this non-Korean, Hawaiian (I think) person working and was absolutely rude! I was short on time, had a 40 minutes lunch break and since Island- style was right across the stress, I was thinking 35 mins should be plenty of time to eat my food and leave. I was waiting over 20 mins for my food and I understand there were a few orders ahead of me and by looking at everyone else's food, it does take time to cook. After 15mins passed by I asked the guy if it would take long cause I only had 15 mins left to eat and go back. He did said he would check on it then left. Approx 10 more minutes passed by I gave him my credit card so it would be faster if I ate and left. He told me that it takes time to make my buckwheat noodles and that everything was made to order. Ughhh.... buddy I'm Korean and I know damn well that it only takes 30 secs once in boiling water to cook the noodles and put in the broth. Needless to say I took one bite of the cold noodle and it wasn't hand made, it was the store bought noodles you cook in boiling water. The broth was so salty, and the spicy buckwheat noodles tasted like pure hot pepper paste + vinegar and again salty. I took literally two bites and left. The guy who took my order grabbed the checkbook from me and told customers next to me 'shes telling me how to cook brah...'. I know you've been cooking for 19 years BUT if you knew anything about customer service you do not talk shit when I can clearly hear you, grab the checkbook out of my hand, and give me dirty looks. Everytime I came here its the owners that now operate the one at Greenland. They are soo nice and helpful... total opposite of this guy... oh yea btw your Nengmyun (cold buckwheat noodles in broth) and Bibim gook-so (spicy, cold buckwheat noodles) is tasteless... \n\nIf this guy didn't offend me so much, I would come back for their Hawaiian plate lunch, it looked really good. Not so much for the Korean food, I wish the Korean owner or son would've been there :("
"4","Ordered hot rock bi bim bap...tasty, but probably wouldn't order again. I'll try the bulgogi next time...or maybe the meat jun. Kimchi was delicious! Filled up on all the wonderful appetizers before I got my main dish. Ordered manju to go, but ended up eating half before i left as it was so tasty! Owners were welcoming and helpful. I did have to wait for a bit for service as they were so busy, bur it was worth the wait. Will eat there every trip to Vegas from now on. Probably one of the best hole in the wall, and Korean style restauran I've been to."
"5","Local love all the way! This place reminds me of home, Hawaii. I think we were served by the owner. He was extremely nice and told us he was from the Big Island.\n\nI've been craving meat jun and boiled peanuts and got a double score when this place had them both! All the appetizers were delicious especially the kim chee. The mandu was also really good. \n\nAfter we put in our order, the table next to us received hot stone dishes with eggs over easy.  Our mouths watered at the sight, since they looked so good. \n\nThe meat jun meat was really tender and had great flavor. Although, I thought it wasn't quite authentic since it had batter plus egg. I've typically had it with just the egg. \n\nMy husband got the spicy noodle soup with beef and vegetables. The noodles had great flavor and the base had the right amount of spicy.\n\nI would have knocked it down to a 4 because of the Meat Jun, but the service was so good that it bumped it back up to a 5. He was even offering otter pops for dessert.\n\nAloha!!"
"5","I took my girlfriends Lexus in today.Right off the bat I notice that the here service is phenomenal, hands down, some of the friendliest dudes in the industry. The pricing was way cheaper than the rest and they didn't hike up the price after the service. Oh, and the timeliness was ridiculous! I was told I'd be there anywhere from 30 mins to an hour...20 minutes, BOOM, done!\nWhat Mexicans are to the moving industry, these guys are to the auto-mechanic world, excepts they all speak English.\nI'll definitely be back and recommend this place.\nBuen trabaj\u00f3 hombres!"
"4","This is a good solid hobby store. Their stuff is not as complete as HobbyTown USA right across the street but is nonetheless worth a visit if you are in town."
"2","I took my son here to spend about $200 on a RC helicopter. There were a few other customers and I took a spot at the counter. I stood there for a few minutes while another lady was being helped. The associate behind the counter, an older gentleman with a huge food stain on his shirt, stood there while another gentleman helped the lady. This guy wouldn't even look me in the eye. After about 3 minutes I walked to another part of the store when my boy ran over and told me he had to go NOW!! \nAny parent can appreciate the timer that begins to count down when a kid says they have to go to the bathroom. I re-approached the guy behind the counter and asked where the bathroom was. He replied \""they're closed to the public. You'll have to go next door (to the Savers store)\"". I told the guy we were customers, not homeless people who are hanging outside, and my boy had to go bad. The guy just shook his head at me and didn't even say anything. \nWell needless to say we left the store and will take our money elsewhere. Don't waste your time at this place. They have a decent selection, but no customer service. And no bathroom. Going out of business in....3.....2...."
"1","Horrible service. Went for a polish change on toes and nails, too 2.5 hours!! They don't have any gel colors that match normal polish like they said they do. Way understaffed too. Not good quality ether. But you get what you pay for I guess.. Very good prices.\n\nY ME NAILS. Y DID I CHOOSE TO GO THERE ALREADY CHIPPING"
